protein1,protein2,combined_score
9606.ENSP00000203407,9606.ENSP00000347184,940
9606.ENSP00000203407,9606.ENSP00000446872,790
9606.ENSP00000203407,9606.ENSP00000485401,988
9606.ENSP00000203407,9606.ENSP00000354961,971
9606.ENSP00000203407,9606.ENSP00000339720,890
9606.ENSP00000203407,9606.ENSP00000355206,962
9606.ENSP00000203407,9606.ENSP00000259037,967
9606.ENSP00000203407,9606.ENSP00000423673,982
9606.ENSP00000203407,9606.ENSP00000281031,944
9606.ENSP00000203407,9606.ENSP00000354499,995
9606.ENSP00000203407,9606.ENSP00000367939,999
9606.ENSP00000203407,9606.ENSP00000262030,969
9606.ENSP00000203407,9606.ENSP00000497474,974
9606.ENSP00000203407,9606.ENSP00000245206,718
9606.ENSP00000203407,9606.ENSP00000354665,898
9606.ENSP00000203407,9606.ENSP00000357876,753
9606.ENSP00000203407,9606.ENSP00000281456,701
9606.ENSP00000203407,9606.ENSP00000354554,999
9606.ENSP00000203407,9606.ENSP00000467266,870
9606.ENSP00000203407,9606.ENSP00000407336,940
9606.ENSP00000203407,9606.ENSP00000225665,725
9606.ENSP00000203407,9606.ENSP00000379784,797
9606.ENSP00000203407,9606.ENSP00000458770,983
9606.ENSP00000203407,9606.ENSP00000392709,998
9606.ENSP00000203407,9606.ENSP00000327268,996
9606.ENSP00000203407,9606.ENSP00000317780,999
9606.ENSP00000203407,9606.ENSP00000360671,714
9606.ENSP00000203407,9606.ENSP00000345341,740
9606.ENSP00000203407,9606.ENSP00000290299,765
9606.ENSP00000203407,9606.ENSP00000016171,842
9606.ENSP00000203407,9606.ENSP00000441126,894
9606.ENSP00000203629,9606.ENSP00000500990,906
9606.ENSP00000203664,9606.ENSP00000441543,987
9606.ENSP00000203664,9606.ENSP00000478771,937
9606.ENSP00000203664,9606.ENSP00000388107,975
9606.ENSP00000203664,9606.ENSP00000272317,935
9606.ENSP00000205214,9606.ENSP00000458770,987
9606.ENSP00000205402,9606.ENSP00000268379,836
9606.ENSP00000205402,9606.ENSP00000381736,917
9606.ENSP00000205402,9606.ENSP00000263774,784
9606.ENSP00000205402,9606.ENSP00000252711,768
9606.ENSP00000205402,9606.ENSP00000392709,946
9606.ENSP00000205402,9606.ENSP00000203407,831
9606.ENSP00000205402,9606.ENSP00000349142,914
9606.ENSP00000205402,9606.ENSP00000266544,820
9606.ENSP00000205402,9606.ENSP00000364649,745
9606.ENSP00000205402,9606.ENSP00000264932,815
9606.ENSP00000206262,9606.ENSP00000497260,708
9606.ENSP00000206262,9606.ENSP00000358867,724
9606.ENSP00000207457,9606.ENSP00000439020,856
9606.ENSP00000207457,9606.ENSP00000341289,867
9606.ENSP00000209668,9606.ENSP00000367309,928
9606.ENSP00000209668,9606.ENSP00000340684,933
9606.ENSP00000209728,9606.ENSP00000269305,741
9606.ENSP00000209884,9606.ENSP00000377245,909
9606.ENSP00000210313,9606.ENSP00000478877,999
9606.ENSP00000210313,9606.ENSP00000414359,766
9606.ENSP00000210313,9606.ENSP00000418695,999
9606.ENSP00000210313,9606.ENSP00000355325,824
9606.ENSP00000210313,9606.ENSP00000290541,851
9606.ENSP00000210313,9606.ENSP00000357876,999
9606.ENSP00000210313,9606.ENSP00000359910,763
9606.ENSP00000210313,9606.ENSP00000391211,999
9606.ENSP00000210313,9606.ENSP00000264639,999
9606.ENSP00000210313,9606.ENSP00000223321,758
9606.ENSP00000210313,9606.ENSP00000440485,946
9606.ENSP00000210313,9606.ENSP00000261712,988
9606.ENSP00000210313,9606.ENSP00000157812,999
9606.ENSP00000210313,9606.ENSP00000481029,999
9606.ENSP00000210313,9606.ENSP00000310572,999
9606.ENSP00000210313,9606.ENSP00000483688,706
9606.ENSP00000210313,9606.ENSP00000484998,999
9606.ENSP00000210313,9606.ENSP00000215071,999
9606.ENSP00000210313,9606.ENSP00000362334,756
9606.ENSP00000210313,9606.ENSP00000309474,999
9606.ENSP00000210313,9606.ENSP00000261303,999
9606.ENSP00000210313,9606.ENSP00000386541,999
9606.ENSP00000210313,9606.ENSP00000310129,999
9606.ENSP00000210313,9606.ENSP00000044462,740
9606.ENSP00000210313,9606.ENSP00000348442,999
9606.ENSP00000210313,9606.ENSP00000272317,997
9606.ENSP00000210313,9606.ENSP00000396937,999
9606.ENSP00000210313,9606.ENSP00000219313,999
9606.ENSP00000210313,9606.ENSP00000262193,770
9606.ENSP00000211122,9606.ENSP00000380252,846
9606.ENSP00000211287,9606.ENSP00000239223,955
9606.ENSP00000211287,9606.ENSP00000448665,925
9606.ENSP00000211287,9606.ENSP00000269305,943
9606.ENSP00000211287,9606.ENSP00000312999,728
9606.ENSP00000211287,9606.ENSP00000497260,728
9606.ENSP00000211287,9606.ENSP00000394560,941
9606.ENSP00000211287,9606.ENSP00000351908,926
9606.ENSP00000211287,9606.ENSP00000358867,733
9606.ENSP00000211287,9606.ENSP00000378974,910
9606.ENSP00000212015,9606.ENSP00000378974,727
9606.ENSP00000212015,9606.ENSP00000416338,773
9606.ENSP00000212015,9606.ENSP00000293288,942
9606.ENSP00000212015,9606.ENSP00000340820,721
9606.ENSP00000212015,9606.ENSP00000311032,725
9606.ENSP00000212015,9606.ENSP00000380252,737
9606.ENSP00000212015,9606.ENSP00000307786,718
9606.ENSP00000212015,9606.ENSP00000269305,999
9606.ENSP00000215071,9606.ENSP00000261303,999
9606.ENSP00000215071,9606.ENSP00000364016,957
9606.ENSP00000215071,9606.ENSP00000363993,983
9606.ENSP00000215071,9606.ENSP00000386541,999
9606.ENSP00000215071,9606.ENSP00000309474,999
9606.ENSP00000215071,9606.ENSP00000362334,999
9606.ENSP00000215071,9606.ENSP00000250495,763
9606.ENSP00000215071,9606.ENSP00000369871,751
9606.ENSP00000215071,9606.ENSP00000481021,994
9606.ENSP00000215071,9606.ENSP00000359230,833
9606.ENSP00000215071,9606.ENSP00000467024,752
9606.ENSP00000215071,9606.ENSP00000441543,954
9606.ENSP00000215071,9606.ENSP00000268802,968
9606.ENSP00000215071,9606.ENSP00000484998,999
9606.ENSP00000215071,9606.ENSP00000483688,999
9606.ENSP00000215071,9606.ENSP00000419834,935
9606.ENSP00000215071,9606.ENSP00000263256,994
9606.ENSP00000215071,9606.ENSP00000216455,999
9606.ENSP00000215071,9606.ENSP00000311121,962
9606.ENSP00000215071,9606.ENSP00000262193,998
9606.ENSP00000215071,9606.ENSP00000219313,999
9606.ENSP00000215071,9606.ENSP00000210313,999
9606.ENSP00000215071,9606.ENSP00000396937,999
9606.ENSP00000215071,9606.ENSP00000261479,998
9606.ENSP00000215071,9606.ENSP00000272317,964
9606.ENSP00000215071,9606.ENSP00000348442,999
9606.ENSP00000215071,9606.ENSP00000364595,940
9606.ENSP00000215071,9606.ENSP00000225474,904
9606.ENSP00000215071,9606.ENSP00000044462,999
9606.ENSP00000215071,9606.ENSP00000379217,761
9606.ENSP00000215071,9606.ENSP00000271308,998
9606.ENSP00000215071,9606.ENSP00000251413,730
9606.ENSP00000215071,9606.ENSP00000438071,866
9606.ENSP00000215071,9606.ENSP00000245121,927
9606.ENSP00000215071,9606.ENSP00000310129,999
9606.ENSP00000215071,9606.ENSP00000217958,988
9606.ENSP00000215071,9606.ENSP00000431800,739
9606.ENSP00000215071,9606.ENSP00000355325,991
9606.ENSP00000215071,9606.ENSP00000290541,999
9606.ENSP00000215071,9606.ENSP00000418695,999
9606.ENSP00000215071,9606.ENSP00000259457,993
9606.ENSP00000215071,9606.ENSP00000386212,721
9606.ENSP00000215071,9606.ENSP00000350708,742
9606.ENSP00000215071,9606.ENSP00000356421,999
9606.ENSP00000215071,9606.ENSP00000238156,875
9606.ENSP00000215071,9606.ENSP00000355865,800
9606.ENSP00000215071,9606.ENSP00000357292,996
9606.ENSP00000215071,9606.ENSP00000414359,999
9606.ENSP00000215071,9606.ENSP00000351777,797
9606.ENSP00000215071,9606.ENSP00000293362,914
9606.ENSP00000215071,9606.ENSP00000270586,999
9606.ENSP00000215071,9606.ENSP00000478877,999
9606.ENSP00000215071,9606.ENSP00000259335,936
9606.ENSP00000215071,9606.ENSP00000481029,999
9606.ENSP00000215071,9606.ENSP00000157812,999
9606.ENSP00000215071,9606.ENSP00000310572,999
9606.ENSP00000215071,9606.ENSP00000308873,817
9606.ENSP00000215071,9606.ENSP00000388107,936
9606.ENSP00000215071,9606.ENSP00000261712,999
9606.ENSP00000215071,9606.ENSP00000350512,713
9606.ENSP00000215071,9606.ENSP00000440485,980
9606.ENSP00000215071,9606.ENSP00000426654,813
9606.ENSP00000215071,9606.ENSP00000351314,922
9606.ENSP00000215071,9606.ENSP00000478771,954
9606.ENSP00000215071,9606.ENSP00000264639,999
9606.ENSP00000215071,9606.ENSP00000261601,998
9606.ENSP00000215071,9606.ENSP00000223321,999
9606.ENSP00000215071,9606.ENSP00000357876,999
9606.ENSP00000215071,9606.ENSP00000296786,895
9606.ENSP00000215071,9606.ENSP00000359910,997
9606.ENSP00000215071,9606.ENSP00000391211,999
9606.ENSP00000215375,9606.ENSP00000434729,961
9606.ENSP00000215375,9606.ENSP00000338641,712
9606.ENSP00000215375,9606.ENSP00000306397,968
9606.ENSP00000215375,9606.ENSP00000367203,912
9606.ENSP00000215375,9606.ENSP00000351937,921
9606.ENSP00000215375,9606.ENSP00000272418,726
9606.ENSP00000215375,9606.ENSP00000375632,739
9606.ENSP00000215375,9606.ENSP00000381736,999
9606.ENSP00000215375,9606.ENSP00000418438,755
9606.ENSP00000215375,9606.ENSP00000258424,975
9606.ENSP00000215375,9606.ENSP00000276689,922
9606.ENSP00000215375,9606.ENSP00000249269,831
9606.ENSP00000215375,9606.ENSP00000497587,980
9606.ENSP00000215375,9606.ENSP00000362329,740
9606.ENSP00000215375,9606.ENSP00000329757,985
9606.ENSP00000215375,9606.ENSP00000354687,713
9606.ENSP00000215375,9606.ENSP00000263774,957
9606.ENSP00000215375,9606.ENSP00000457513,933
9606.ENSP00000215375,9606.ENSP00000268379,824
9606.ENSP00000215375,9606.ENSP00000354632,999
9606.ENSP00000215375,9606.ENSP00000317159,991
9606.ENSP00000215375,9606.ENSP00000229379,808
9606.ENSP00000215375,9606.ENSP00000215565,970
9606.ENSP00000215375,9606.ENSP00000389160,772
9606.ENSP00000215375,9606.ENSP00000365243,881
9606.ENSP00000215375,9606.ENSP00000335304,756
9606.ENSP00000215375,9606.ENSP00000301587,999
9606.ENSP00000215375,9606.ENSP00000327070,853
9606.ENSP00000215375,9606.ENSP00000394107,998
9606.ENSP00000215375,9606.ENSP00000300151,713
9606.ENSP00000215375,9606.ENSP00000301457,903
9606.ENSP00000215375,9606.ENSP00000438788,701
9606.ENSP00000215375,9606.ENSP00000296684,734
9606.ENSP00000215375,9606.ENSP00000278572,758
9606.ENSP00000215375,9606.ENSP00000429707,812
9606.ENSP00000215375,9606.ENSP00000355623,880
9606.ENSP00000215375,9606.ENSP00000425759,900
9606.ENSP00000215375,9606.ENSP00000355470,849
9606.ENSP00000215375,9606.ENSP00000254846,915
9606.ENSP00000215375,9606.ENSP00000364550,890
9606.ENSP00000215375,9606.ENSP00000270625,822
9606.ENSP00000215375,9606.ENSP00000233627,992
9606.ENSP00000215375,9606.ENSP00000252711,867
9606.ENSP00000215375,9606.ENSP00000315774,980
9606.ENSP00000215375,9606.ENSP00000362146,975
9606.ENSP00000215375,9606.ENSP00000357823,767
9606.ENSP00000215375,9606.ENSP00000401770,995
9606.ENSP00000215375,9606.ENSP00000369176,887
9606.ENSP00000215375,9606.ENSP00000467262,922
9606.ENSP00000215375,9606.ENSP00000221973,838
9606.ENSP00000215375,9606.ENSP00000332887,879
9606.ENSP00000215375,9606.ENSP00000356972,902
9606.ENSP00000215375,9606.ENSP00000442047,912
9606.ENSP00000215375,9606.ENSP00000466818,814
9606.ENSP00000215375,9606.ENSP00000362873,855
9606.ENSP00000215375,9606.ENSP00000451583,740
9606.ENSP00000215375,9606.ENSP00000356233,890
9606.ENSP00000215375,9606.ENSP00000377033,999
9606.ENSP00000215375,9606.ENSP00000216442,931
9606.ENSP00000215375,9606.ENSP00000499883,998
9606.ENSP00000215375,9606.ENSP00000341280,890
9606.ENSP00000215375,9606.ENSP00000284727,999
9606.ENSP00000215375,9606.ENSP00000268668,925
9606.ENSP00000215375,9606.ENSP00000389649,999
9606.ENSP00000215375,9606.ENSP00000259037,901
9606.ENSP00000215375,9606.ENSP00000377446,840
9606.ENSP00000215375,9606.ENSP00000355265,995
9606.ENSP00000215375,9606.ENSP00000423673,934
9606.ENSP00000215375,9606.ENSP00000281031,755
9606.ENSP00000215375,9606.ENSP00000423399,776
9606.ENSP00000215375,9606.ENSP00000410186,814
9606.ENSP00000215375,9606.ENSP00000298556,793
9606.ENSP00000215375,9606.ENSP00000498408,712
9606.ENSP00000215375,9606.ENSP00000262030,999
9606.ENSP00000215375,9606.ENSP00000234396,910
9606.ENSP00000215375,9606.ENSP00000417378,938
9606.ENSP00000215375,9606.ENSP00000367939,943
9606.ENSP00000215375,9606.ENSP00000317780,980
9606.ENSP00000215375,9606.ENSP00000343885,738
9606.ENSP00000215375,9606.ENSP00000333837,958
9606.ENSP00000215375,9606.ENSP00000322408,890
9606.ENSP00000215375,9606.ENSP00000458770,924
9606.ENSP00000215375,9606.ENSP00000327268,944
9606.ENSP00000215375,9606.ENSP00000262584,728
9606.ENSP00000215375,9606.ENSP00000382688,890
9606.ENSP00000215375,9606.ENSP00000306003,999
9606.ENSP00000215375,9606.ENSP00000288937,932
9606.ENSP00000215375,9606.ENSP00000466010,785
9606.ENSP00000215375,9606.ENSP00000341885,748
9606.ENSP00000215375,9606.ENSP00000253413,771
9606.ENSP00000215375,9606.ENSP00000290299,999
9606.ENSP00000215375,9606.ENSP00000335203,886
9606.ENSP00000215375,9606.ENSP00000300688,999
9606.ENSP00000215375,9606.ENSP00000273398,923
9606.ENSP00000215375,9606.ENSP00000322439,927
9606.ENSP00000215375,9606.ENSP00000417142,720
9606.ENSP00000215375,9606.ENSP00000266544,761
9606.ENSP00000215375,9606.ENSP00000358737,999
9606.ENSP00000215375,9606.ENSP00000326981,736
9606.ENSP00000215375,9606.ENSP00000498656,716
9606.ENSP00000215375,9606.ENSP00000364649,931
9606.ENSP00000215375,9606.ENSP00000373404,775
9606.ENSP00000215375,9606.ENSP00000287490,799
9606.ENSP00000215375,9606.ENSP00000276062,936
9606.ENSP00000215375,9606.ENSP00000264932,863
9606.ENSP00000215375,9606.ENSP00000274137,915
9606.ENSP00000215375,9606.ENSP00000299166,935
9606.ENSP00000215375,9606.ENSP00000292475,999
9606.ENSP00000215375,9606.ENSP00000261584,877
9606.ENSP00000215375,9606.ENSP00000358840,998
9606.ENSP00000215375,9606.ENSP00000430494,927
9606.ENSP00000215375,9606.ENSP00000259469,722
9606.ENSP00000215375,9606.ENSP00000203407,968
9606.ENSP00000215375,9606.ENSP00000421076,986
9606.ENSP00000215375,9606.ENSP00000330737,752
9606.ENSP00000215375,9606.ENSP00000276390,913
9606.ENSP00000215375,9606.ENSP00000243997,999
9606.ENSP00000215375,9606.ENSP00000349142,999
9606.ENSP00000215375,9606.ENSP00000356953,750
9606.ENSP00000215565,9606.ENSP00000301457,999
9606.ENSP00000215565,9606.ENSP00000354876,809
9606.ENSP00000215565,9606.ENSP00000301587,883
9606.ENSP00000215565,9606.ENSP00000429707,833
9606.ENSP00000215565,9606.ENSP00000296684,999
9606.ENSP00000215565,9606.ENSP00000323076,927
9606.ENSP00000215565,9606.ENSP00000317159,996
9606.ENSP00000215565,9606.ENSP00000268379,963
9606.ENSP00000215565,9606.ENSP00000457513,967
9606.ENSP00000215565,9606.ENSP00000360492,999
9606.ENSP00000215565,9606.ENSP00000458762,793
9606.ENSP00000215565,9606.ENSP00000389160,999
9606.ENSP00000215565,9606.ENSP00000229379,745
9606.ENSP00000215565,9606.ENSP00000365243,701
9606.ENSP00000215565,9606.ENSP00000418438,999
9606.ENSP00000215565,9606.ENSP00000258424,995
9606.ENSP00000215565,9606.ENSP00000466639,901
9606.ENSP00000215565,9606.ENSP00000276689,999
9606.ENSP00000215565,9606.ENSP00000392985,770
9606.ENSP00000215565,9606.ENSP00000354687,999
9606.ENSP00000215565,9606.ENSP00000263774,999
9606.ENSP00000215565,9606.ENSP00000354728,998
9606.ENSP00000215565,9606.ENSP00000249269,858
9606.ENSP00000215565,9606.ENSP00000497587,999
9606.ENSP00000215565,9606.ENSP00000320236,795
9606.ENSP00000215565,9606.ENSP00000306397,996
9606.ENSP00000215565,9606.ENSP00000355046,999
9606.ENSP00000215565,9606.ENSP00000338641,913
9606.ENSP00000215565,9606.ENSP00000346196,999
9606.ENSP00000215565,9606.ENSP00000263578,795
9606.ENSP00000215565,9606.ENSP00000377033,703
9606.ENSP00000215565,9606.ENSP00000268668,999
9606.ENSP00000215565,9606.ENSP00000309565,997
9606.ENSP00000215565,9606.ENSP00000389649,803
9606.ENSP00000215565,9606.ENSP00000332887,998
9606.ENSP00000215565,9606.ENSP00000356972,999
9606.ENSP00000215565,9606.ENSP00000362058,999
9606.ENSP00000215565,9606.ENSP00000252102,999
9606.ENSP00000215565,9606.ENSP00000321260,757
9606.ENSP00000215565,9606.ENSP00000339844,717
9606.ENSP00000215565,9606.ENSP00000467262,997
9606.ENSP00000215565,9606.ENSP00000466818,972
9606.ENSP00000215565,9606.ENSP00000497305,915
9606.ENSP00000215565,9606.ENSP00000362873,999
9606.ENSP00000215565,9606.ENSP00000354982,862
9606.ENSP00000215565,9606.ENSP00000263368,787
9606.ENSP00000215565,9606.ENSP00000265052,898
9606.ENSP00000215565,9606.ENSP00000358272,865
9606.ENSP00000215565,9606.ENSP00000315774,999
9606.ENSP00000215565,9606.ENSP00000252711,999
9606.ENSP00000215565,9606.ENSP00000382328,703
9606.ENSP00000215565,9606.ENSP00000369176,999
9606.ENSP00000215565,9606.ENSP00000184266,999
9606.ENSP00000215565,9606.ENSP00000457733,784
9606.ENSP00000215565,9606.ENSP00000292907,898
9606.ENSP00000215565,9606.ENSP00000425759,977
9606.ENSP00000215565,9606.ENSP00000322649,780
9606.ENSP00000215565,9606.ENSP00000355623,770
9606.ENSP00000215565,9606.ENSP00000242784,733
9606.ENSP00000215565,9606.ENSP00000364699,732
9606.ENSP00000215565,9606.ENSP00000483888,998
9606.ENSP00000215565,9606.ENSP00000233627,999
9606.ENSP00000215565,9606.ENSP00000441126,998
9606.ENSP00000215565,9606.ENSP00000458770,999
9606.ENSP00000215565,9606.ENSP00000301454,809
9606.ENSP00000215565,9606.ENSP00000392709,999
9606.ENSP00000215565,9606.ENSP00000327268,999
9606.ENSP00000215565,9606.ENSP00000260361,974
9606.ENSP00000215565,9606.ENSP00000317780,985
9606.ENSP00000215565,9606.ENSP00000467266,763
9606.ENSP00000215565,9606.ENSP00000407336,999
9606.ENSP00000215565,9606.ENSP00000354554,940
9606.ENSP00000215565,9606.ENSP00000306003,948
9606.ENSP00000215565,9606.ENSP00000497474,923
9606.ENSP00000215565,9606.ENSP00000362160,849
9606.ENSP00000215565,9606.ENSP00000498408,913
9606.ENSP00000215565,9606.ENSP00000354665,987
9606.ENSP00000215565,9606.ENSP00000377470,705
9606.ENSP00000215565,9606.ENSP00000367939,999
9606.ENSP00000215565,9606.ENSP00000354499,877
9606.ENSP00000215565,9606.ENSP00000261435,703
9606.ENSP00000215565,9606.ENSP00000281031,999
9606.ENSP00000215565,9606.ENSP00000423673,999
9606.ENSP00000215565,9606.ENSP00000259037,999
9606.ENSP00000215565,9606.ENSP00000296597,957
9606.ENSP00000215565,9606.ENSP00000363191,790
9606.ENSP00000215565,9606.ENSP00000485401,926
9606.ENSP00000215565,9606.ENSP00000355206,999
9606.ENSP00000215565,9606.ENSP00000354961,999
9606.ENSP00000215565,9606.ENSP00000339720,982
9606.ENSP00000215565,9606.ENSP00000330737,999
9606.ENSP00000215565,9606.ENSP00000421076,732
9606.ENSP00000215565,9606.ENSP00000203407,991
9606.ENSP00000215565,9606.ENSP00000356953,775
9606.ENSP00000215565,9606.ENSP00000361355,768
9606.ENSP00000215565,9606.ENSP00000355574,754
9606.ENSP00000215565,9606.ENSP00000349142,757
9606.ENSP00000215565,9606.ENSP00000419087,999
9606.ENSP00000215565,9606.ENSP00000369473,703
9606.ENSP00000215565,9606.ENSP00000261584,946
9606.ENSP00000215565,9606.ENSP00000430494,994
9606.ENSP00000215565,9606.ENSP00000364649,865
9606.ENSP00000215565,9606.ENSP00000498656,913
9606.ENSP00000215565,9606.ENSP00000270517,833
9606.ENSP00000215565,9606.ENSP00000478766,920
9606.ENSP00000215565,9606.ENSP00000299166,999
9606.ENSP00000215565,9606.ENSP00000292475,830
9606.ENSP00000215565,9606.ENSP00000482543,999
9606.ENSP00000215565,9606.ENSP00000274137,999
9606.ENSP00000215565,9606.ENSP00000287490,961
9606.ENSP00000215565,9606.ENSP00000276062,999
9606.ENSP00000215565,9606.ENSP00000377411,726
9606.ENSP00000215565,9606.ENSP00000417142,999
9606.ENSP00000215565,9606.ENSP00000215375,970
9606.ENSP00000215565,9606.ENSP00000300688,872
9606.ENSP00000215565,9606.ENSP00000354813,999
9606.ENSP00000215565,9606.ENSP00000358737,808
9606.ENSP00000215565,9606.ENSP00000266544,999
9606.ENSP00000215570,9606.ENSP00000378487,723
9606.ENSP00000215574,9606.ENSP00000441543,998
9606.ENSP00000215574,9606.ENSP00000272317,992
9606.ENSP00000215574,9606.ENSP00000338413,994
9606.ENSP00000215574,9606.ENSP00000333266,866
9606.ENSP00000215574,9606.ENSP00000478771,983
9606.ENSP00000215574,9606.ENSP00000388107,983
9606.ENSP00000215631,9606.ENSP00000269305,964
9606.ENSP00000215659,9606.ENSP00000378974,911
9606.ENSP00000215659,9606.ENSP00000358867,732
9606.ENSP00000215659,9606.ENSP00000351908,925
9606.ENSP00000215659,9606.ENSP00000312999,728
9606.ENSP00000215659,9606.ENSP00000394560,909
9606.ENSP00000215659,9606.ENSP00000497260,728
9606.ENSP00000215659,9606.ENSP00000239223,972
9606.ENSP00000215659,9606.ENSP00000269305,946
9606.ENSP00000215659,9606.ENSP00000448665,924
9606.ENSP00000215754,9606.ENSP00000270142,744
9606.ENSP00000215754,9606.ENSP00000269305,731
9606.ENSP00000215754,9606.ENSP00000340278,718
9606.ENSP00000215794,9606.ENSP00000333266,921
9606.ENSP00000215794,9606.ENSP00000272317,789
9606.ENSP00000215794,9606.ENSP00000287156,879
9606.ENSP00000215832,9606.ENSP00000312999,934
9606.ENSP00000215832,9606.ENSP00000497260,931
9606.ENSP00000215832,9606.ENSP00000366488,927
9606.ENSP00000215832,9606.ENSP00000244007,769
9606.ENSP00000215832,9606.ENSP00000330237,841
9606.ENSP00000215832,9606.ENSP00000378974,747
9606.ENSP00000215832,9606.ENSP00000309591,929
9606.ENSP00000215832,9606.ENSP00000358867,934
